Jdb	1	GND
Jdb	2	DB0	Y2	IO237NDB6V0
Jdb	3	DB1	W2	IO237PDB6V0
Jdb	4	DB2	W1	IO239NDB6V0
Jdb	5	DB3	V2	IO240NPB6V0
Jdb	6	DB4	V1	IO239PDB6V0
Jdb	7	DB5	U3	IO238NDB6V0
Jdb	8	DB6	U2	IO238PDB6V0
Jdb	9	DB7	U1	IO240PPB6V0
Jdb	10	GND
Jdb	11	GND
Jdb	12	DB8	T3	IO243NPB6V1
Jdb	13	DB9	T2	IO245NDB6V1
Jdb	14	DB10	T1	IO243PPB6V1
Jdb	15	DB11	R2	IO245PDB6V1
Jdb	16	DB12	R1	IO247NDB6V1
Jdb	17	DB13	P3	IO270NPB6V4
Jdb	18	DB14	P2	IO253PDB6V2
Jdb	19	DB15	P1	IO247PDB6V1
Jdb	20	GND
